persona_item,category,confidence_score_init,source_interaction_type,source_object_id,source_timestamp,formatted_timestamp,source_hashtags,interaction_format,confidence_cross_referenced,relationship_type,related_personas,stereotype_mark,split,distractor_persona_item,distractor_category
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.72,implicit_positive,601152,1775396814,"13:46, 04/05/2026","[""#relatable""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,train,,
Finds comfort in 'that's so me' style posts,relatable everyday content,0.65,implicit_positive,601152,1775396814,"13:46, 04/05/2026","[""#relatable""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.8,implicit_positive,601152,1775396814,"13:46, 04/05/2026","[""#funnymoments""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.78,implicit_positive,601152,1775396814,"13:46, 04/05/2026","[""#funnymoments""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.62,implicit_positive,601152,1775396814,"13:46, 04/05/2026","[""#funnymoments""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.6,implicit_positive,601152,1775396814,"13:46, 04/05/2026","[""#funnymoments""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Invested in romantic relationship content,romantic couple relationships,0.83,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#couplecomedy"", ""#marriedlife"", ""#relationshipgoals""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,train,,
Values long-term committed partnerships,romantic couple relationships,0.77,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#couplecomedy"", ""#marriedlife"", ""#relationshipgoals""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,train,,
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.71,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#couplecomedy"", ""#marriedlife"", ""#relationshipgoals""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,train,,
Finds humor in everyday couple dynamics,romantic couple relationships,0.7,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#couplecomedy"", ""#marriedlife"", ""#relationshipgoals""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,train,,
"Enjoys wholesome, heartwarming feel-good content",heartwarming and feel-good content,0.72,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#love""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys wholesome, heartwarming feel-good content"", ""type"": ""similar""}]",neutral,train,,
Responds emotionally to touching or inspirational stories,heartwarming and feel-good content,0.58,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#love""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Responds emotionally to touching or inspirational stories"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.8,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#marriagehumor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.78,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#marriagehumor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.62,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#marriagehumor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.6,implicit_positive,543755,1775396871,"13:47, 04/05/2026","[""#marriagehumor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Works in or is connected to healthcare (likely CNA or nursing),CNA and healthcare worker culture,0.73,implicit_positive,975922,1775396877,"13:47, 04/05/2026","[""#CNAlife"", ""#CNAsupport"", ""#healthcarehumor"", ""#healthcareworkers""]",Chatbot (composing chat messages): positive response/comments to weak extent in next turn,0.3,similar,"[{""persona_item"": ""Works in or is connected to healthcare (likely CNA or nursing)"", ""type"": ""similar""}]",neutral,train,,
Uses humor as a coping mechanism for healthcare work,CNA and healthcare worker culture,0.67,implicit_positive,975922,1775396877,"13:47, 04/05/2026","[""#CNAlife"", ""#CNAsupport"", ""#healthcarehumor"", ""#healthcareworkers""]",Chatbot (composing chat messages): positive response/comments to weak extent in next turn,0.3,similar,"[{""persona_item"": ""Uses humor as a coping mechanism for healthcare work"", ""type"": ""similar""}]",neutral,train,,
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.72,implicit_positive,975922,1775396877,"13:47, 04/05/2026","[""#relatable""]",Chatbot (composing chat messages): positive response/comments to weak extent in next turn,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,train,,
Finds comfort in 'that's so me' style posts,relatable everyday content,0.65,implicit_positive,975922,1775396877,"13:47, 04/05/2026","[""#relatable""]",Chatbot (composing chat messages): positive response/comments to weak extent in next turn,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,train,,
Likely has or loves dogs as part of the family,pets and dog ownership,0.58,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#dogsofinstagram""]",Instagram: stayed on an image for more than 5 seconds,0.8,similar,"[{""persona_item"": ""Likely has or loves dogs as part of the family"", ""type"": ""similar""}]",neutral,train,,
Invested in romantic relationship content,romantic couple relationships,0.81,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#couplecomedy"", ""#petlove""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,train,,
Values long-term committed partnerships,romantic couple relationships,0.75,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#couplecomedy"", ""#petlove""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,train,,
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.69,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#couplecomedy"", ""#petlove""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,train,,
Finds humor in everyday couple dynamics,romantic couple relationships,0.68,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#couplecomedy"", ""#petlove""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.83,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#funnyvideos"", ""#humor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.81,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#funnyvideos"", ""#humor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.65,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#funnyvideos"", ""#humor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.63,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#funnyvideos"", ""#humor""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Spends time scrolling trending short-form video content,viral and trending social content,0.72,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#reels""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Spends time scrolling trending short-form video content"", ""type"": ""similar""}]",neutral,train,,
"Active across Instagram Reels, Threads, and similar platforms",viral and trending social content,0.68,implicit_positive,317152,1775396911,"13:48, 04/05/2026","[""#reels""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Active across Instagram Reels, Threads, and similar platforms"", ""type"": ""similar""}]",neutral,train,,
Invested in romantic relationship content,romantic couple relationships,0.78,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#germanshepherdlove""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,train,,
Values long-term committed partnerships,romantic couple relationships,0.72,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#germanshepherdlove""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,train,,
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.66,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#germanshepherdlove""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,train,,
Finds humor in everyday couple dynamics,romantic couple relationships,0.65,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#germanshepherdlove""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,train,,
Seeks practical parenting tips and hacks,parenting and child-rearing,0.7,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#dogparents""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks practical parenting tips and hacks"", ""type"": ""similar""}]",neutral,train,,
Enjoys humor that pokes fun at the chaos of parenting,parenting and child-rearing,0.72,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#dogparents""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys humor that pokes fun at the chaos of parenting"", ""type"": ""similar""}]",neutral,train,,
Feels validated by content about parenting struggles,parenting and child-rearing,0.65,implicit_positive,73654,1775396921,"13:48, 04/05/2026","[""#dogparents""]",Instagram: stayed on a story for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Feels validated by content about parenting struggles"", ""type"": ""similar""}]",neutral,train,,
